,station,date,prcp,tobs
13385,USC00519281,2013-04-18,0.02,71
13386,USC00519281,2013-04-19,0.13,72
13387,USC00519281,2013-04-20,0.59,68
13388,USC00519281,2013-04-21,0.01,76
13389,USC00519281,2013-04-22,0.41,70
13390,USC00519281,2013-04-23,0.08,74
13391,USC00519281,2013-04-24,1.39,68
13392,USC00519281,2013-04-25,0.98,71
13393,USC00519281,2013-04-26,0.01,71
13400,USC00519281,2013-05-03,0.02,70
13402,USC00519281,2013-05-05,1.95,75
13403,USC00519281,2013-05-06,0.36,69
13404,USC00519281,2013-05-07,0.02,64
13408,USC00519281,2013-05-11,1.57,74
13409,USC00519281,2013-05-12,1.33,71
13410,USC00519281,2013-05-13,3.88,73
13411,USC00519281,2013-05-14,0.08,73
13412,USC00519281,2013-05-15,0.01,74
13413,USC00519281,2013-05-16,0.18,73
13414,USC00519281,2013-05-17,0.01,73
13415,USC00519281,2013-05-18,0.05,81
13416,USC00519281,2013-05-19,0.11,78
13417,USC00519281,2013-05-20,0.14,69
13422,USC00519281,2013-05-25,0.13,78
13423,USC00519281,2013-05-26,0.03,78
13424,USC00519281,2013-05-27,0.05,79
13425,USC00519281,2013-05-28,0.04,74
13426,USC00519281,2013-05-29,1.87,71
13427,USC00519281,2013-05-30,4.07,74
13428,USC00519281,2013-05-31,0.01,72
13429,USC00519281,2013-06-01,0.06,81
13430,USC00519281,2013-06-02,0.17,74
13431,USC00519281,2013-06-03,0.08,74
13438,USC00519281,2013-06-10,0.01,73
13439,USC00519281,2013-06-11,0.02,75
13441,USC00519281,2013-06-13,0.1,72
13442,USC00519281,2013-06-14,0.16,73
13443,USC00519281,2013-06-15,0.1,73
13444,USC00519281,2013-06-16,0.03,75
13445,USC00519281,2013-06-17,0.05,72
13446,USC00519281,2013-06-18,0.04,73
13447,USC00519281,2013-06-19,0.01,70
13448,USC00519281,2013-06-20,0.02,69
13449,USC00519281,2013-06-21,0.53,68
13450,USC00519281,2013-06-22,0.88,75
13451,USC00519281,2013-06-23,0.03,74
13452,USC00519281,2013-06-24,0.22,73
13453,USC00519281,2013-06-25,0.36,70
13454,USC00519281,2013-06-26,0.82,70
13455,USC00519281,2013-06-27,0.07,71
13456,USC00519281,2013-06-28,0.04,70
13457,USC00519281,2013-06-29,0.43,70
13458,USC00519281,2013-06-30,0.71,75
13460,USC00519281,2013-07-02,0.09,71
13461,USC00519281,2013-07-03,0.38,69
13462,USC00519281,2013-07-04,0.12,76
13464,USC00519281,2013-07-06,0.01,77
13466,USC00519281,2013-07-08,0.01,75
13468,USC00519281,2013-07-10,0.12,72
13469,USC00519281,2013-07-11,0.04,74
13470,USC00519281,2013-07-12,0.09,72
13471,USC00519281,2013-07-13,0.07,78
13474,USC00519281,2013-07-16,0.02,72
13477,USC00519281,2013-07-19,0.1,70
13478,USC00519281,2013-07-20,0.31,78
13479,USC00519281,2013-07-21,0.24,78
13481,USC00519281,2013-07-23,0.58,73
13484,USC00519281,2013-07-26,0.01,72
13486,USC00519281,2013-07-28,0.02,75
13487,USC00519281,2013-07-29,0.23,78
13488,USC00519281,2013-07-30,0.12,76
13489,USC00519281,2013-07-31,0.4,76
13490,USC00519281,2013-08-01,0.1,76
13491,USC00519281,2013-08-02,0.13,72
13492,USC00519281,2013-08-03,0.11,77
13493,USC00519281,2013-08-04,0.02,78
13494,USC00519281,2013-08-05,0.12,71
13495,USC00519281,2013-08-06,0.09,74
13498,USC00519281,2013-08-09,0.2,70
13499,USC00519281,2013-08-10,3.79,71
13500,USC00519281,2013-08-11,1.26,74
13501,USC00519281,2013-08-12,0.09,74
13502,USC00519281,2013-08-13,0.03,75
13503,USC00519281,2013-08-14,0.18,75
13505,USC00519281,2013-08-16,0.04,71
13510,USC00519281,2013-08-21,0.67,71
13513,USC00519281,2013-08-24,0.02,77
13518,USC00519281,2013-08-29,0.02,70
13519,USC00519281,2013-08-30,0.04,71
13520,USC00519281,2013-08-31,0.19,78
13521,USC00519281,2013-09-01,0.06,75
13526,USC00519281,2013-09-06,0.01,68
13527,USC00519281,2013-09-07,0.49,74
13528,USC00519281,2013-09-08,0.18,74
13531,USC00519281,2013-09-11,0.02,73
13532,USC00519281,2013-09-12,0.02,70
13533,USC00519281,2013-09-13,1.88,73
13534,USC00519281,2013-09-14,0.5,72
13535,USC00519281,2013-09-15,0.25,75
13536,USC00519281,2013-09-16,0.01,77
13537,USC00519281,2013-09-17,0.23,75
13538,USC00519281,2013-09-18,0.37,71
13539,USC00519281,2013-09-19,0.04,74
13541,USC00519281,2013-09-21,0.01,77
13542,USC00519281,2013-09-22,0.22,76
13543,USC00519281,2013-09-23,0.02,72
13544,USC00519281,2013-09-24,0.08,74
13545,USC00519281,2013-09-25,0.09,71
13546,USC00519281,2013-09-26,0.42,72
13547,USC00519281,2013-09-27,0.01,72
13550,USC00519281,2013-09-30,0.04,67
13551,USC00519281,2013-10-01,0.67,74
13552,USC00519281,2013-10-02,0.01,73
13553,USC00519281,2013-10-03,0.01,78
13554,USC00519281,2013-10-04,0.03,76
13555,USC00519281,2013-10-05,0.03,74
13556,USC00519281,2013-10-06,0.18,71
13557,USC00519281,2013-10-07,0.04,73
13558,USC00519281,2013-10-08,0.09,71
13559,USC00519281,2013-10-09,0.17,75
13560,USC00519281,2013-10-10,0.1,72
13561,USC00519281,2013-10-11,0.18,71
13562,USC00519281,2013-10-12,1.77,70
13563,USC00519281,2013-10-13,0.02,70
13564,USC00519281,2013-10-14,0.44,70
13565,USC00519281,2013-10-15,0.62,70
13566,USC00519281,2013-10-16,0.7,71
13567,USC00519281,2013-10-17,0.17,71
13568,USC00519281,2013-10-18,0.01,67
13569,USC00519281,2013-10-19,0.01,65
13570,USC00519281,2013-10-20,0.04,68
13571,USC00519281,2013-10-21,0.01,66
13572,USC00519281,2013-10-22,0.01,66
13573,USC00519281,2013-10-23,0.05,69
13574,USC00519281,2013-10-24,0.12,71
13575,USC00519281,2013-10-25,0.16,69
13576,USC00519281,2013-10-26,0.32,70
13577,USC00519281,2013-10-27,0.01,81
13578,USC00519281,2013-10-28,0.18,70
13579,USC00519281,2013-10-29,0.04,75
13581,USC00519281,2013-10-31,0.23,76
13582,USC00519281,2013-11-01,0.02,76
13583,USC00519281,2013-11-02,0.27,76
13585,USC00519281,2013-11-04,0.12,69
13586,USC00519281,2013-11-05,0.24,70
13587,USC00519281,2013-11-06,0.8,70
13588,USC00519281,2013-11-07,0.12,67
13589,USC00519281,2013-11-08,1.42,70
13590,USC00519281,2013-11-09,2.21,74
13591,USC00519281,2013-11-10,5.54,71
13592,USC00519281,2013-11-11,0.3,72
13593,USC00519281,2013-11-12,0.23,67
13594,USC00519281,2013-11-13,0.02,61
13595,USC00519281,2013-11-14,0.02,68
13596,USC00519281,2013-11-15,0.47,70
13597,USC00519281,2013-11-16,0.03,71
13598,USC00519281,2013-11-17,0.01,76
13599,USC00519281,2013-11-18,0.04,68
13600,USC00519281,2013-11-19,0.01,64
13603,USC00519281,2013-11-22,0.01,65
13604,USC00519281,2013-11-23,0.11,70
13609,USC00519281,2013-11-28,0.03,74
13610,USC00519281,2013-11-29,0.84,69
13611,USC00519281,2013-11-30,0.88,76
13612,USC00519281,2013-12-01,0.12,72
13613,USC00519281,2013-12-02,1.71,73
13614,USC00519281,2013-12-03,0.57,70
13615,USC00519281,2013-12-04,0.01,66
13618,USC00519281,2013-12-07,0.01,73
13621,USC00519281,2013-12-10,0.04,73
13622,USC00519281,2013-12-11,0.17,70
13623,USC00519281,2013-12-12,0.03,67
13624,USC00519281,2013-12-13,0.04,71
13625,USC00519281,2013-12-14,0.08,78
13626,USC00519281,2013-12-15,0.06,69
13627,USC00519281,2013-12-16,1.97,63
13628,USC00519281,2013-12-17,0.02,64
13629,USC00519281,2013-12-18,0.02,66
13630,USC00519281,2013-12-19,0.77,69
13631,USC00519281,2013-12-20,1.14,69
13632,USC00519281,2013-12-21,0.07,71
13633,USC00519281,2013-12-22,0.03,72
13634,USC00519281,2013-12-23,0.06,69
13635,USC00519281,2013-12-24,0.09,70
13636,USC00519281,2013-12-25,0.03,73
13637,USC00519281,2013-12-26,0.05,68
13638,USC00519281,2013-12-27,0.01,69
13639,USC00519281,2013-12-28,0.01,73
13642,USC00519281,2013-12-31,0.08,65
13644,USC00519281,2014-01-02,0.01,74
13645,USC00519281,2014-01-03,1.62,66
13648,USC00519281,2014-01-06,0.12,64
13651,USC00519281,2014-01-09,0.09,61
13652,USC00519281,2014-01-10,0.04,66
13653,USC00519281,2014-01-11,0.71,66
13654,USC00519281,2014-01-12,0.02,71
13656,USC00519281,2014-01-14,1.76,73
13657,USC00519281,2014-01-15,0.01,62
13658,USC00519281,2014-01-16,0.03,68
13659,USC00519281,2014-01-17,0.06,66
13660,USC00519281,2014-01-18,0.03,66
13661,USC00519281,2014-01-19,0.01,67
13662,USC00519281,2014-01-20,0.19,65
13664,USC00519281,2014-01-22,0.47,68
13669,USC00519281,2014-01-27,0.48,66
13670,USC00519281,2014-01-28,0.69,66
13671,USC00519281,2014-01-29,0.77,67
13672,USC00519281,2014-01-30,0.49,64
13674,USC00519281,2014-02-01,0.87,70
13675,USC00519281,2014-02-02,0.26,66
13676,USC00519281,2014-02-03,0.01,66
13677,USC00519281,2014-02-04,0.67,66
13678,USC00519281,2014-02-05,0.41,67
13679,USC00519281,2014-02-06,0.15,70
13680,USC00519281,2014-02-07,0.03,68
13681,USC00519281,2014-02-08,0.64,67
13682,USC00519281,2014-02-09,1.14,72
13683,USC00519281,2014-02-10,0.05,69
13685,USC00519281,2014-02-12,0.01,66
13687,USC00519281,2014-02-14,0.1,71
13688,USC00519281,2014-02-15,0.43,71
13689,USC00519281,2014-02-16,0.63,71
13690,USC00519281,2014-02-17,0.31,73
13691,USC00519281,2014-02-18,0.11,74
13693,USC00519281,2014-02-20,0.01,68
13695,USC00519281,2014-02-22,0.53,67
13696,USC00519281,2014-02-23,0.06,71
13697,USC00519281,2014-02-24,0.01,64
13698,USC00519281,2014-02-25,0.01,64
13699,USC00519281,2014-02-26,0.01,62
13700,USC00519281,2014-02-27,0.03,63
13701,USC00519281,2014-02-28,0.02,67
13702,USC00519281,2014-03-01,0.35,70
13703,USC00519281,2014-03-02,0.28,68
13704,USC00519281,2014-03-03,0.28,62
13708,USC00519281,2014-03-07,0.19,71
13709,USC00519281,2014-03-08,0.54,65
13710,USC00519281,2014-03-09,1.72,69
13711,USC00519281,2014-03-10,0.32,69
13712,USC00519281,2014-03-11,0.28,66
13715,USC00519281,2014-03-14,0.07,69
13716,USC00519281,2014-03-15,0.62,67
13717,USC00519281,2014-03-16,0.14,68
13718,USC00519281,2014-03-17,0.06,65
13719,USC00519281,2014-03-18,0.03,64
13723,USC00519281,2014-03-22,0.03,68
13727,USC00519281,2014-03-26,0.75,73
13728,USC00519281,2014-03-27,0.27,70
13729,USC00519281,2014-03-28,3.86,67
13730,USC00519281,2014-03-29,0.26,73
13731,USC00519281,2014-03-30,1.23,72
13732,USC00519281,2014-03-31,0.03,71
13733,USC00519281,2014-04-01,0.03,72
13734,USC00519281,2014-04-02,0.66,71
13735,USC00519281,2014-04-03,0.1,72
13738,USC00519281,2014-04-06,0.03,76
13739,USC00519281,2014-04-07,0.3,66
13740,USC00519281,2014-04-08,0.32,73
13742,USC00519281,2014-04-10,0.02,66
13744,USC00519281,2014-04-12,0.37,71
13745,USC00519281,2014-04-13,0.11,72
13747,USC00519281,2014-04-15,0.1,68
13748,USC00519281,2014-04-16,0.02,71
13749,USC00519281,2014-04-17,0.12,69
13750,USC00519281,2014-04-18,0.14,74
13751,USC00519281,2014-04-19,0.01,73
13752,USC00519281,2014-04-20,0.12,73
13753,USC00519281,2014-04-21,0.22,72
13754,USC00519281,2014-04-22,0.24,71
13756,USC00519281,2014-04-24,0.22,69
13757,USC00519281,2014-04-25,0.2,71
13758,USC00519281,2014-04-26,0.03,69
13759,USC00519281,2014-04-27,0.68,70
13760,USC00519281,2014-04-28,0.42,66
13761,USC00519281,2014-04-29,0.01,67
13762,USC00519281,2014-04-30,0.22,68
13763,USC00519281,2014-05-01,0.06,68
13764,USC00519281,2014-05-02,0.36,69
13765,USC00519281,2014-05-03,0.57,76
13766,USC00519281,2014-05-04,0.03,71
13767,USC00519281,2014-05-05,0.11,70
13768,USC00519281,2014-05-06,0.08,70
13770,USC00519281,2014-05-08,0.33,67
13771,USC00519281,2014-05-09,0.04,68
13772,USC00519281,2014-05-10,0.09,75
13773,USC00519281,2014-05-11,0.08,74
13774,USC00519281,2014-05-12,1.02,70
13775,USC00519281,2014-05-13,0.11,68
13777,USC00519281,2014-05-15,0.13,71
13778,USC00519281,2014-05-16,0.43,69
13779,USC00519281,2014-05-17,0.07,77
13780,USC00519281,2014-05-18,0.1,73
13781,USC00519281,2014-05-19,0.03,65
13782,USC00519281,2014-05-20,0.14,68
13784,USC00519281,2014-05-22,0.1,72
13785,USC00519281,2014-05-23,0.33,81
13786,USC00519281,2014-05-24,0.07,72
13787,USC00519281,2014-05-25,1.37,71
13788,USC00519281,2014-05-26,0.46,72
13789,USC00519281,2014-05-27,0.35,72
13790,USC00519281,2014-05-28,0.12,73
13791,USC00519281,2014-05-29,0.02,74
13792,USC00519281,2014-05-30,0.14,73
13793,USC00519281,2014-05-31,0.07,73
13794,USC00519281,2014-06-01,0.07,74
13795,USC00519281,2014-06-02,0.06,72
13797,USC00519281,2014-06-04,0.01,73
13798,USC00519281,2014-06-05,0.01,73
13799,USC00519281,2014-06-06,0.19,70
13800,USC00519281,2014-06-07,0.2,73
13801,USC00519281,2014-06-08,0.18,75
13802,USC00519281,2014-06-09,0.04,73
13803,USC00519281,2014-06-10,0.22,69
13804,USC00519281,2014-06-11,0.37,80
13805,USC00519281,2014-06-12,0.02,73
13807,USC00519281,2014-06-14,0.02,80
13808,USC00519281,2014-06-15,0.02,80
13809,USC00519281,2014-06-16,0.03,69
13810,USC00519281,2014-06-17,0.29,70
13811,USC00519281,2014-06-18,0.17,69
13812,USC00519281,2014-06-19,0.04,72
13813,USC00519281,2014-06-20,0.16,68
13814,USC00519281,2014-06-21,0.22,74
13815,USC00519281,2014-06-22,0.04,75
13816,USC00519281,2014-06-23,0.31,70
13817,USC00519281,2014-06-24,0.08,70
13818,USC00519281,2014-06-25,0.23,72
13819,USC00519281,2014-06-26,0.31,71
13820,USC00519281,2014-06-27,0.12,70
13821,USC00519281,2014-06-28,0.6,77
13822,USC00519281,2014-06-29,0.48,73
13823,USC00519281,2014-06-30,0.01,71
13825,USC00519281,2014-07-02,0.05,73
13826,USC00519281,2014-07-03,0.16,73
13827,USC00519281,2014-07-04,0.07,78
13829,USC00519281,2014-07-06,0.37,72
13830,USC00519281,2014-07-07,0.12,71
13831,USC00519281,2014-07-08,0.08,73
13832,USC00519281,2014-07-09,0.19,73
13833,USC00519281,2014-07-10,0.16,73
13834,USC00519281,2014-07-11,0.05,73
13836,USC00519281,2014-07-13,0.18,78
13837,USC00519281,2014-07-14,0.33,75
13838,USC00519281,2014-07-15,0.15,74
13839,USC00519281,2014-07-16,0.67,76
13840,USC00519281,2014-07-17,0.01,75
13841,USC00519281,2014-07-18,0.14,74
13843,USC00519281,2014-07-20,7.97,73
13844,USC00519281,2014-07-21,0.17,74
13845,USC00519281,2014-07-22,0.49,73
13846,USC00519281,2014-07-23,0.06,75
13847,USC00519281,2014-07-24,0.02,75
13849,USC00519281,2014-07-26,0.13,74
13850,USC00519281,2014-07-27,0.16,77
13856,USC00519281,2014-08-02,0.31,74
13857,USC00519281,2014-08-03,0.07,75
13858,USC00519281,2014-08-04,0.02,74
13861,USC00519281,2014-08-07,0.02,76
13862,USC00519281,2014-08-08,0.29,78
13863,USC00519281,2014-08-09,0.79,76
13864,USC00519281,2014-08-10,0.03,73
13867,USC00519281,2014-08-13,0.17,72
13868,USC00519281,2014-08-14,0.04,73
13869,USC00519281,2014-08-15,0.02,72
13872,USC00519281,2014-08-18,0.2,74
13873,USC00519281,2014-08-19,0.03,72
13874,USC00519281,2014-08-20,0.12,70
13875,USC00519281,2014-08-21,0.05,73
13876,USC00519281,2014-08-22,0.14,74
13877,USC00519281,2014-08-23,0.02,75
13878,USC00519281,2014-08-24,0.17,75
13879,USC00519281,2014-08-25,0.01,73
13880,USC00519281,2014-08-26,0.38,71
13881,USC00519281,2014-08-27,0.22,71
13882,USC00519281,2014-08-28,0.01,76
13883,USC00519281,2014-08-29,0.06,72
13884,USC00519281,2014-08-30,0.11,75
13887,USC00519281,2014-09-02,2.29,75
13888,USC00519281,2014-09-03,0.02,72
13890,USC00519281,2014-09-05,0.06,71
13891,USC00519281,2014-09-06,0.61,74
13892,USC00519281,2014-09-07,0.01,76
13896,USC00519281,2014-09-11,0.02,71
13897,USC00519281,2014-09-12,0.09,75
13900,USC00519281,2014-09-15,0.53,74
13902,USC00519281,2014-09-17,0.47,73
13903,USC00519281,2014-09-18,0.04,71
13904,USC00519281,2014-09-19,0.18,74
13905,USC00519281,2014-09-20,0.14,76
13906,USC00519281,2014-09-21,1.21,77
13907,USC00519281,2014-09-22,0.06,73
13908,USC00519281,2014-09-23,0.01,77
13910,USC00519281,2014-09-25,0.12,74
13911,USC00519281,2014-09-26,0.38,75
13912,USC00519281,2014-09-27,0.09,75
13913,USC00519281,2014-09-28,0.26,73
13914,USC00519281,2014-09-29,0.55,73
13915,USC00519281,2014-09-30,0.3,71
13916,USC00519281,2014-10-01,4.0,70
13917,USC00519281,2014-10-02,0.02,72
13918,USC00519281,2014-10-03,0.37,73
13919,USC00519281,2014-10-04,0.4,72
13920,USC00519281,2014-10-05,0.95,69
13921,USC00519281,2014-10-06,0.1,70
13922,USC00519281,2014-10-07,0.03,70
13923,USC00519281,2014-10-08,0.15,71
13924,USC00519281,2014-10-09,0.06,74
13925,USC00519281,2014-10-10,0.13,73
13926,USC00519281,2014-10-11,0.07,74
13928,USC00519281,2014-10-13,0.04,74
13929,USC00519281,2014-10-14,0.22,72
13930,USC00519281,2014-10-15,0.3,73
13931,USC00519281,2014-10-16,0.01,75
13933,USC00519281,2014-10-18,0.63,78
13934,USC00519281,2014-10-19,2.45,73
13935,USC00519281,2014-10-20,2.75,74
13936,USC00519281,2014-10-21,0.01,72
13937,USC00519281,2014-10-22,0.17,75
13938,USC00519281,2014-10-23,0.78,73
13939,USC00519281,2014-10-24,0.29,72
13940,USC00519281,2014-10-25,0.22,72
13941,USC00519281,2014-10-26,0.15,78
13943,USC00519281,2014-10-28,0.13,70
13944,USC00519281,2014-10-29,0.24,72
13945,USC00519281,2014-10-30,0.28,73
13946,USC00519281,2014-10-31,0.03,75
13947,USC00519281,2014-11-01,0.12,75
13948,USC00519281,2014-11-02,0.48,76
13949,USC00519281,2014-11-03,0.12,73
13950,USC00519281,2014-11-04,0.07,75
13951,USC00519281,2014-11-05,0.03,73
13952,USC00519281,2014-11-06,0.12,69
13953,USC00519281,2014-11-07,0.01,70
13954,USC00519281,2014-11-08,0.67,70
13955,USC00519281,2014-11-09,0.01,67
13958,USC00519281,2014-11-12,0.77,68
13961,USC00519281,2014-11-15,0.95,72
13962,USC00519281,2014-11-16,0.15,69
13966,USC00519281,2014-11-20,0.02,73
13968,USC00519281,2014-11-22,0.01,71
13971,USC00519281,2014-11-25,0.21,66
13975,USC00519281,2014-11-29,0.05,71
13976,USC00519281,2014-11-30,0.62,70
13979,USC00519281,2014-12-03,0.41,68
13980,USC00519281,2014-12-04,1.56,66
13981,USC00519281,2014-12-05,0.04,68
13982,USC00519281,2014-12-06,0.63,65
13983,USC00519281,2014-12-07,0.01,62
13987,USC00519281,2014-12-11,0.21,70
13988,USC00519281,2014-12-12,0.07,68
13989,USC00519281,2014-12-13,0.01,67
13990,USC00519281,2014-12-14,0.13,68
13992,USC00519281,2014-12-16,0.08,69
13993,USC00519281,2014-12-17,0.07,71
13994,USC00519281,2014-12-18,0.11,71
13995,USC00519281,2014-12-19,0.08,71
13999,USC00519281,2014-12-23,1.07,69
14000,USC00519281,2014-12-24,1.1,66
14001,USC00519281,2014-12-25,0.36,60
14007,USC00519281,2014-12-31,0.66,59
14010,USC00519281,2015-01-03,1.55,67
14011,USC00519281,2015-01-04,0.05,65
14013,USC00519281,2015-01-06,0.06,64
14017,USC00519281,2015-01-10,0.05,66
14023,USC00519281,2015-01-16,0.01,68
14031,USC00519281,2015-01-24,0.18,66
14032,USC00519281,2015-01-25,0.78,65
14033,USC00519281,2015-01-26,0.77,65
14035,USC00519281,2015-01-28,0.06,66
14037,USC00519281,2015-01-30,0.09,63
14039,USC00519281,2015-02-01,0.02,62
14042,USC00519281,2015-02-04,1.29,74
14048,USC00519281,2015-02-10,0.24,68
14052,USC00519281,2015-02-14,0.21,73
14053,USC00519281,2015-02-15,1.42,56
14054,USC00519281,2015-02-16,0.01,68
14059,USC00519281,2015-02-21,0.61,72
14063,USC00519281,2015-02-25,0.01,71
14064,USC00519281,2015-02-26,0.12,69
14065,USC00519281,2015-02-27,0.07,66
14066,USC00519281,2015-02-28,0.28,69
14067,USC00519281,2015-03-01,0.18,71
14068,USC00519281,2015-03-02,0.09,68
14069,USC00519281,2015-03-03,0.17,71
14070,USC00519281,2015-03-04,0.22,67
14071,USC00519281,2015-03-05,1.08,65
14072,USC00519281,2015-03-06,0.57,62
14073,USC00519281,2015-03-07,0.01,67
14076,USC00519281,2015-03-10,0.19,57
14079,USC00519281,2015-03-13,0.06,56
14082,USC00519281,2015-03-16,0.01,63
14086,USC00519281,2015-03-20,0.02,70
14087,USC00519281,2015-03-21,0.2,72
14088,USC00519281,2015-03-22,0.08,73
14091,USC00519281,2015-03-25,0.02,63
14092,USC00519281,2015-03-26,0.03,70
14095,USC00519281,2015-03-29,0.49,74
14096,USC00519281,2015-03-30,0.42,70
14097,USC00519281,2015-03-31,0.61,70
14098,USC00519281,2015-04-01,0.64,70
14102,USC00519281,2015-04-05,0.03,73
14105,USC00519281,2015-04-08,0.39,70
14109,USC00519281,2015-04-12,0.18,69
14110,USC00519281,2015-04-13,0.05,69
14111,USC00519281,2015-04-14,0.07,70
14112,USC00519281,2015-04-15,0.19,71
14113,USC00519281,2015-04-16,0.02,70
14114,USC00519281,2015-04-17,0.1,71
14115,USC00519281,2015-04-18,0.01,74
14116,USC00519281,2015-04-19,0.01,75
14118,USC00519281,2015-04-21,0.03,72
14119,USC00519281,2015-04-22,0.07,67
14120,USC00519281,2015-04-23,0.32,67
14121,USC00519281,2015-04-24,0.14,69
14122,USC00519281,2015-04-25,0.01,73
14124,USC00519281,2015-04-27,0.62,69
14125,USC00519281,2015-04-28,0.47,71
14126,USC00519281,2015-04-29,0.14,73
14128,USC00519281,2015-05-01,0.18,69
14131,USC00519281,2015-05-04,0.01,72
14134,USC00519281,2015-05-07,0.09,72
14135,USC00519281,2015-05-08,0.15,70
14136,USC00519281,2015-05-09,0.4,73
14137,USC00519281,2015-05-10,0.29,69
14138,USC00519281,2015-05-11,0.03,72
14141,USC00519281,2015-05-14,0.09,71
14142,USC00519281,2015-05-15,0.02,66
14143,USC00519281,2015-05-16,0.06,78
14144,USC00519281,2015-05-17,0.06,74
14145,USC00519281,2015-05-18,0.17,70
14147,USC00519281,2015-05-20,0.06,69
14148,USC00519281,2015-05-21,0.4,65
14150,USC00519281,2015-05-23,0.85,75
14153,USC00519281,2015-05-26,0.07,65
14154,USC00519281,2015-05-27,0.36,65
14155,USC00519281,2015-05-28,0.72,67
14156,USC00519281,2015-05-29,0.04,64
14157,USC00519281,2015-05-30,0.01,72
14158,USC00519281,2015-05-31,0.59,72
14159,USC00519281,2015-06-01,0.46,76
14160,USC00519281,2015-06-02,0.02,68
14162,USC00519281,2015-06-04,1.24,70
14163,USC00519281,2015-06-05,0.06,68
14165,USC00519281,2015-06-07,0.07,75
14166,USC00519281,2015-06-08,0.01,71
14167,USC00519281,2015-06-09,0.34,69
14168,USC00519281,2015-06-10,0.03,71
14169,USC00519281,2015-06-11,0.03,72
14170,USC00519281,2015-06-12,0.08,69
14171,USC00519281,2015-06-13,0.01,72
14172,USC00519281,2015-06-14,0.05,75
14173,USC00519281,2015-06-15,0.03,71
14174,USC00519281,2015-06-16,0.01,72
14175,USC00519281,2015-06-17,0.15,70
14176,USC00519281,2015-06-18,0.45,71
14177,USC00519281,2015-06-19,0.19,72
14178,USC00519281,2015-06-20,0.13,75
14179,USC00519281,2015-06-21,0.05,75
14180,USC00519281,2015-06-22,0.05,71
14181,USC00519281,2015-06-23,0.03,73
14182,USC00519281,2015-06-24,0.17,71
14183,USC00519281,2015-06-25,0.21,71
14184,USC00519281,2015-06-26,0.02,74
14185,USC00519281,2015-06-27,0.21,74
14186,USC00519281,2015-06-28,0.02,78
14187,USC00519281,2015-06-29,0.27,72
14188,USC00519281,2015-06-30,0.16,69
14189,USC00519281,2015-07-01,0.01,68
14191,USC00519281,2015-07-03,0.28,73
14195,USC00519281,2015-07-07,0.01,75
14196,USC00519281,2015-07-08,0.32,75
14197,USC00519281,2015-07-09,0.04,74
14198,USC00519281,2015-07-10,0.48,76
14199,USC00519281,2015-07-11,0.57,77
14200,USC00519281,2015-07-12,0.27,82
14201,USC00519281,2015-07-13,0.06,77
14202,USC00519281,2015-07-14,0.47,73
14203,USC00519281,2015-07-15,0.23,73
14204,USC00519281,2015-07-16,0.41,74
14205,USC00519281,2015-07-17,0.69,75
14206,USC00519281,2015-07-18,0.27,83
14207,USC00519281,2015-07-19,0.05,72
14208,USC00519281,2015-07-20,0.01,71
